campaign_id,product_id,budget,clicks,conversions,revenue_generated,roi,customer_id,subscription_tier,subscription_length,flash_sale_id,discount_level,units_sold,bundle_id,bundle_price,customer_satisfaction_post_refund,common_keywords,traffic_type
CMP_3QHVPN,PROD_YLYZE0,41641.0700,91,291,44804.5900,2.9300,CUST_90U2QB,Basic,31,FLASH_AWB6AQ,18,126,BNDL_IVHECQ,68.9500,2,Innovative,Direct
CMP_EHWJWC,PROD_HGVTOR,35049.8300,900,272,80790.1300,0.8900,CUST_74LCD6,Standard,18,FLASH_M1BLSD,55,67,BNDL_O0Z2BN,80.1400,3,Affordable,Organic
CMP_FGMEAX,PROD_7UE1XN,45050.7100,365,945,34184.3900,3.7500,CUST_8AYJKZ,Standard,27,FLASH_P5OJPH,42,135,BNDL_VBE317,55.1900,1,Stylish,Referral
CMP_B12WWT,PROD_T4N84W,8090.9100,3412,803,22879.5300,1.9700,CUST_342UWC,Standard,18,FLASH_YU6KOO,46,34,BNDL_D3TZFT,422.3100,3,Innovative,Social
CMP_8HV8WP,PROD_XMIHNL,22125.9200,3166,392,16894.5600,2.0200,CUST_YW6X7T,Standard,6,FLASH_VYJS6C,33,140,BNDL_Y7J64I,312.4500,1,Affordable,Organic
CMP_N10PN4,PROD_XPY95F,14727.9600,3795,217,88087.9300,2.1800,CUST_Z874AA,Basic,4,FLASH_JY7NI0,54,126,BNDL_SUU6QE,395.0400,3,Durable,Referral
CMP_W4E8RR,PROD_WMRGRE,27449.3800,464,917,84337.8600,3.0300,CUST_W853E0,Basic,28,FLASH_RI9RLI,33,149,BNDL_D256C8,119.8300,2,Durable,Organic
CMP_ZHK52P,PROD_O76U43,48099.9000,1398,846,42801.7100,3.6500,CUST_T8U110,Standard,33,FLASH_T14S50,46,11,BNDL_UTPYYK,59.9200,1,Durable,Referral
CMP_2QE5JC,PROD_PNTHHE,6702.2800,4193,694,36561.5400,3.0600,CUST_H8707J,Premium,11,FLASH_D4492S,57,121,BNDL_C5HEVE,190.2200,1,Affordable,Organic
CMP_T1HYFL,PROD_V9TQFQ,3861.6400,2869,259,50491.9700,2.2400,CUST_T9BGDN,Premium,15,FLASH_5OZ5UC,14,172,BNDL_02ATEL,337.4800,2,Innovative,Referral
CMP_NFNLG4,PROD_5P6P96,38355.0500,3430,544,3097.1400,4.3500,CUST_AHG3P0,Standard,31,FLASH_W3E0OK,10,17,BNDL_2KL3RW,201.8100,3,Affordable,Organic
CMP_Q5OCRT,PROD_AU1P67,12076.3300,3492,407,91594.0100,3.7900,CUST_283LWS,Standard,33,FLASH_AYS19W,23,192,BNDL_IFPE7V,246.0400,1,Affordable,Referral
CMP_HME2LM,PROD_RK7I2P,44574.2200,2266,753,95824.9900,1.9400,CUST_5U552A,Basic,25,FLASH_LMMGZA,29,85,BNDL_185M03,220.2900,2,Stylish,Referral
CMP_PWH4BK,PROD_B845LD,26286.4200,4730,412,37815.5100,3.5100,CUST_7ARWAX,Premium,20,FLASH_H0QB1S,62,54,BNDL_KE0AYM,481.7900,1,Affordable,Organic
CMP_PGB2PF,PROD_80UR6D,47767.8500,191,953,98459.5400,1.3700,CUST_3Z3337,Premium,20,FLASH_U07LUW,29,53,BNDL_UKCNLT,394.4400,4,Durable,Referral
CMP_EWPQFZ,PROD_1NAII4,29687.6000,4493,225,50812.1100,3.8300,CUST_G2GC3B,Standard,35,FLASH_80VF3R,18,27,BNDL_8KZ2PC,140.3100,1,Durable,Organic
CMP_ABR1BJ,PROD_QTTHYL,49984.3600,3128,106,23881.1400,3.9100,CUST_FO70AB,Premium,5,FLASH_MXWEGK,37,21,BNDL_CEKOHG,115.2600,2,Affordable,Referral
CMP_N3IA02,PROD_HRB2SN,5523.3600,4171,189,16296.8400,3.8000,CUST_B23WN9,Standard,23,FLASH_PM1TNR,55,92,BNDL_IZO60K,210.4700,2,Affordable,Organic
CMP_B686O2,PROD_HAA3SN,23736.1100,4530,516,17933.7900,1.9600,CUST_8B747P,Basic,15,FLASH_DK8BFP,25,92,BNDL_PKEMYM,253.5600,4,Stylish,Referral
CMP_QU7OZ4,PROD_VGQFRF,48672.9600,1654,212,30400.6900,4.9100,CUST_9MC95U,Premium,27,FLASH_7P6KSF,41,84,BNDL_6OL67L,289.0000,4,Affordable,Organic
CMP_OB9M33,PROD_H3UIP5,24979.7800,4142,613,89966.2600,3.6000,CUST_90ZHMJ,Basic,29,FLASH_CJOZG8,52,93,BNDL_8RLLNG,414.5900,4,Innovative,Organic
CMP_7FXP5R,PROD_0P351T,21412.6100,1383,497,7574.2900,0.9200,CUST_06FTJY,Standard,16,FLASH_QGWKSS,48,40,BNDL_0GLI8C,159.4800,2,Innovative,Organic
CMP_ROLCRO,PROD_3V3IZY,810.8800,4309,200,90313.6300,3.8200,CUST_EVZU67,Basic,29,FLASH_327S32,51,59,BNDL_WLIYGF,280.0000,2,Affordable,Referral
CMP_NM2P6F,PROD_5H3LSZ,34723.3500,3574,173,72290.0000,2.2200,CUST_9ACXHA,Premium,21,FLASH_MAFLH5,31,97,BNDL_5XDD4J,356.8400,2,Stylish,Organic
CMP_MIKU6X,PROD_O2O9VF,40437.0900,1004,866,2581.3200,0.8400,CUST_ME46WX,Standard,1,FLASH_PKTODQ,26,118,BNDL_V4KOF8,392.5100,4,Durable,Social
CMP_RO8JK7,PROD_7XL0IC,46293.9500,1043,797,78601.3300,4.4400,CUST_VJQIZ1,Premium,3,FLASH_MMZHUY,31,13,BNDL_NGXKUL,193.7600,1,Innovative,Social
CMP_RLJR7Q,PROD_DNQD1V,27239.0000,4895,252,42302.3800,3.4600,CUST_OEI3XR,Standard,5,FLASH_DU808W,31,153,BNDL_C1307P,462.7800,4,Innovative,Organic
CMP_J4SHXU,PROD_SB4KK4,9690.2200,2321,106,41539.5200,4.0600,CUST_NBICAK,Standard,34,FLASH_YOAC4M,11,162,BNDL_VPAU3Q,319.1500,1,Innovative,Referral
CMP_6X0ODT,PROD_DUEBQX,29595.8100,2265,50,11825.4100,4.9000,CUST_60R3GO,Standard,30,FLASH_O2YECH,56,192,BNDL_WQI392,213.1700,2,Innovative,Organic
CMP_B9WOT4,PROD_MNHRCF,22710.3900,4400,454,51360.2900,4.0400,CUST_3Y5HRB,Standard,28,FLASH_VYC0BL,34,112,BNDL_41P5PE,231.2200,3,Stylish,Organic
CMP_FHOV8G,PROD_T0VUCU,35532.0600,4617,111,80596.7400,4.2900,CUST_H4RYCU,Premium,2,FLASH_99R0ZM,22,40,BNDL_JX3PQS,241.1500,4,Durable,Referral
CMP_WDVLGK,PROD_V1VMOQ,5793.7600,913,164,58400.6200,2.6500,CUST_20KRCE,Premium,16,FLASH_WUTWVX,60,136,BNDL_E15IQK,482.8700,1,Stylish,Referral
CMP_DTIW6T,PROD_97UHKS,23790.1300,4712,684,89185.7800,1.0800,CUST_9GDCMD,Standard,20,FLASH_BA0X1Y,38,130,BNDL_SNXF8U,226.8700,1,Durable,Referral
CMP_4P7ZFL,PROD_352QLY,49078.8400,4141,833,5743.2800,1.4000,CUST_PDODD0,Basic,22,FLASH_QK16GX,22,170,BNDL_AEHMMB,202.6400,4,Affordable,Organic
CMP_EZM7ZM,PROD_UO1LBH,8080.8800,1545,894,95020.9200,3.4500,CUST_LX7T0F,Standard,22,FLASH_F6XFLY,43,8,BNDL_6IR2YN,309.5900,4,Innovative,Organic
CMP_D2HOAJ,PROD_BOV02J,8265.3500,4222,653,27757.0200,4.0000,CUST_QD7OZH,Standard,11,FLASH_TPY8L3,57,75,BNDL_8P0E3D,233.5500,2,Durable,Organic
CMP_VINERC,PROD_JO0PH1,34105.3400,3375,379,17574.1100,1.8400,CUST_BHSDVA,Premium,25,FLASH_SOB9K0,59,58,BNDL_YAMPLU,177.4100,2,Stylish,Referral
CMP_08A249,PROD_E9V7DW,4992.9900,803,756,52861.8100,0.5400,CUST_213H84,Premium,14,FLASH_5W41TW,51,174,BNDL_IHMC7C,441.6200,3,Durable,Referral
CMP_YOAZ70,PROD_KBMWT9,39188.5700,88,867,44730.1600,1.2400,CUST_LSMC2Z,Standard,6,FLASH_OLQ0SH,42,33,BNDL_HIBGQ0,404.5000,2,Innovative,Referral
CMP_56O0Q2,PROD_IKCERT,45034.8200,2440,203,71296.7700,0.7400,CUST_PECF18,Standard,29,FLASH_B407EJ,24,75,BNDL_LMLNJY,441.5300,3,Innovative,Organic
CMP_NDVRA0,PROD_CVK0OX,42751.1700,960,861,66934.6900,0.5300,CUST_0Q80T9,Standard,5,FLASH_M4IJCW,17,146,BNDL_SWCO2E,75.9600,1,Durable,Organic
CMP_PM6Q3E,PROD_D9QRG3,5747.9100,1774,625,52150.6900,1.7900,CUST_72MV7X,Standard,9,FLASH_2XD5V3,46,33,BNDL_KBVUQV,103.4500,3,Durable,Organic
CMP_7YNWBZ,PROD_SRDJNO,41421.6300,4102,371,97988.7400,3.3000,CUST_0NE21V,Basic,21,FLASH_4YM6R8,40,15,BNDL_GR33NW,356.9600,2,Affordable,Organic
CMP_S75NYC,PROD_42G6EE,30924.7000,3560,720,5985.3100,4.9800,CUST_ACHPPB,Standard,9,FLASH_32GXAP,11,65,BNDL_WDXDQS,177.3000,3,Affordable,Organic
CMP_YE1BC5,PROD_EJNKHJ,6412.8600,2935,597,12142.9500,0.5700,CUST_MCOZ3P,Basic,13,FLASH_3MII6W,27,51,BNDL_VG6811,107.3300,3,Innovative,Direct
CMP_Q4Y126,PROD_4P5DGT,13223.1700,4851,912,36129.2900,3.6000,CUST_3W76K2,Basic,34,FLASH_G4KIYL,59,181,BNDL_BDL6MS,93.6400,3,Durable,Social
CMP_92JMIJ,PROD_YYPAVP,30226.5800,976,320,39071.7600,4.6300,CUST_8BRVDG,Basic,15,FLASH_HEE6EV,46,68,BNDL_39RGHY,179.0300,3,Durable,Referral
CMP_FIBJ5L,PROD_PLQRHH,10119.8800,714,174,54529.4500,2.9400,CUST_GBC5HS,Basic,34,FLASH_BF5N62,12,56,BNDL_JIWFN8,392.4200,1,Stylish,Referral
CMP_ZV48U6,PROD_987TZM,19640.4100,2523,327,19374.5700,0.7100,CUST_T914CZ,Basic,12,FLASH_PBPG4N,53,100,BNDL_95V6V6,166.0200,1,Stylish,Organic
CMP_GUEUFL,PROD_9OO3H6,8635.2400,1232,134,56103.7400,2.0100,CUST_NRZYN7,Basic,29,FLASH_ZYZ91N,51,128,BNDL_WJBEI4,479.1000,1,Stylish,Social
CMP_HUUVF7,PROD_UXTF16,718.3600,758,401,51968.3200,0.8400,CUST_RT8MO8,Premium,15,FLASH_3M74SY,46,22,BNDL_GEKNP9,54.7700,1,Stylish,Organic
CMP_LPRO6U,PROD_ZMI3RT,33807.7300,2197,720,29753.2400,2.6300,CUST_BFNEHT,Premium,28,FLASH_22CV4Z,48,23,BNDL_QC25ZZ,133.8800,1,Affordable,Social
CMP_41TA7I,PROD_CY7531,3688.9800,3857,175,52389.8300,1.6300,CUST_TES0UM,Basic,10,FLASH_HLXXHS,16,174,BNDL_VMSOYU,72.9900,3,Durable,Referral
CMP_Q61DSF,PROD_3XVVE5,37290.6700,164,202,18314.8200,1.6500,CUST_PN9Y6G,Premium,17,FLASH_5ALZ90,69,189,BNDL_9IF3CD,255.8600,2,Innovative,Organic
CMP_UG9W3I,PROD_ZQDZD6,30013.9400,4209,15,30422.2400,2.0700,CUST_SCKTEX,Basic,23,FLASH_06U621,36,150,BNDL_33JFSO,202.6300,2,Affordable,Social
CMP_1613NP,PROD_8SG3SI,24624.0100,50,533,6244.0000,3.5800,CUST_XHNO0W,Basic,19,FLASH_UGILXC,29,109,BNDL_RHS6I3,303.0400,3,Innovative,Organic
CMP_E8IG40,PROD_MOWL2D,43069.0300,2207,981,14014.0100,2.0800,CUST_MMLNQ2,Standard,6,FLASH_2CQMBL,27,195,BNDL_R9RC9L,480.4100,2,Affordable,Referral
CMP_136B66,PROD_04TS3M,16963.5400,2575,725,64289.6400,2.4600,CUST_6YC7VO,Basic,9,FLASH_LKIFKE,44,124,BNDL_U00AS7,98.1900,2,Durable,Referral
CMP_PCTS6G,PROD_SWZCA4,15079.8600,2932,720,31396.7300,4.9000,CUST_BRGPNM,Basic,10,FLASH_BVXMGT,29,55,BNDL_SEMLCW,130.2100,1,Stylish,Organic
CMP_FQOW6T,PROD_FP0DEB,44619.0100,3571,74,15763.4800,4.1600,CUST_SJNFE8,Standard,4,FLASH_TT0AF2,62,40,BNDL_7SKLBD,333.4400,2,Innovative,Organic
CMP_JMLXUF,PROD_KOCKLH,31980.3200,1936,781,16589.8900,2.3500,CUST_51K5AZ,Basic,22,FLASH_3CICMG,52,133,BNDL_MJ4FVK,196.0900,4,Stylish,Referral
CMP_CZE2BQ,PROD_5L3OQF,21153.5700,4301,301,67751.8300,1.8700,CUST_FZJB0E,Basic,4,FLASH_L5H9BX,45,148,BNDL_AKFNBL,344.2100,2,Durable,Referral
CMP_C6Q7ME,PROD_T3TSPT,38219.5200,4204,182,18919.5700,3.0700,CUST_CHMOLP,Standard,10,FLASH_653DXE,28,89,BNDL_C9Z7YB,113.1400,2,Stylish,Organic
CMP_FKUJ94,PROD_AVQH72,31708.4000,2759,234,70080.7100,4.7300,CUST_L1OKBG,Basic,9,FLASH_17V1T8,64,76,BNDL_MK4DKJ,345.1100,2,Stylish,Social
CMP_7YVZVP,PROD_CJKPUZ,23198.5000,871,417,75977.1400,1.3000,CUST_EZ1IYY,Premium,17,FLASH_Z6CRTE,27,49,BNDL_CHSX8M,156.4800,4,Durable,Organic
CMP_P50X5X,PROD_RGPC9X,22524.7500,4558,482,20103.9900,1.0200,CUST_XJV8SL,Standard,8,FLASH_EBQXOD,30,7,BNDL_4J0IE8,130.7300,4,Stylish,Organic
CMP_57AAFY,PROD_IYR3T6,44546.8800,286,340,89782.7700,2.3600,CUST_PTUOJD,Premium,25,FLASH_LF9Z7M,61,28,BNDL_1WOZR9,424.0400,1,Affordable,Organic
CMP_0AV0D9,PROD_AVIGQG,39488.6800,426,340,99436.3100,2.9400,CUST_QJQUCP,Standard,17,FLASH_E8GKZ5,67,78,BNDL_NLA58Y,90.7600,2,Stylish,Organic
CMP_ICY9AP,PROD_PKR7UW,4068.2300,2940,382,33376.9500,3.8300,CUST_4BMVV3,Standard,20,FLASH_V1CYDQ,32,35,BNDL_J3QX4E,381.3300,4,Stylish,Organic
CMP_0VQN38,PROD_E23PIO,49754.5500,4731,310,15908.7800,1.0700,CUST_F106MT,Basic,16,FLASH_QY30W8,11,36,BNDL_75ACIN,143.6500,1,Durable,Social
CMP_6W43CQ,PROD_Y2RD5S,17993.6600,214,307,48363.0300,1.3100,CUST_U9YW20,Standard,10,FLASH_LYCBQP,60,105,BNDL_DRRDJR,360.8700,4,Innovative,Organic
CMP_ZP1QAB,PROD_MY1A0C,47409.3900,1656,715,38765.3200,1.9800,CUST_YP61QY,Standard,34,FLASH_D63DAX,52,135,BNDL_V31SRH,58.7200,1,Innovative,Organic
CMP_UBHUKZ,PROD_Z6ED2L,34482.5500,4433,978,13894.5500,2.0400,CUST_IOK04E,Premium,23,FLASH_T14MFE,39,86,BNDL_4LEWL5,370.5500,1,Durable,Organic
CMP_PBYT7U,PROD_8QPG0J,10229.1000,2408,686,58429.8900,4.7900,CUST_32KPEP,Premium,12,FLASH_UKF297,18,14,BNDL_NY48XU,140.6400,3,Innovative,Referral
CMP_1ZLWR4,PROD_97GEHD,18569.8400,2141,873,77756.8500,0.7800,CUST_Y7ZQKL,Standard,6,FLASH_VNCDPZ,54,35,BNDL_MNZRVN,128.3600,4,Stylish,Direct
CMP_4EDYK8,PROD_UK1WPM,48265.9300,3854,456,51484.0300,1.8000,CUST_JBCTAT,Premium,3,FLASH_66R129,36,28,BNDL_VUVUM9,78.6800,4,Innovative,Organic
CMP_3X6CBA,PROD_33PV8M,21581.8500,2016,708,22131.0500,4.6100,CUST_CTHQLC,Basic,31,FLASH_CXESI6,42,93,BNDL_OB3S1W,373.7600,4,Stylish,Organic
CMP_TCCXF0,PROD_AUGJXA,23441.5100,2213,755,42108.8700,4.5100,CUST_N69L1Z,Basic,14,FLASH_0ZQ1JH,36,155,BNDL_RH5Q25,243.2400,2,Stylish,Organic
CMP_JT673A,PROD_EYGATC,27411.3200,2024,615,92313.5100,2.3100,CUST_O4KHE7,Basic,13,FLASH_QYJ66F,22,38,BNDL_XMFGCE,101.1000,3,Stylish,Organic
CMP_ER2SLR,PROD_7ZL2TW,6704.1000,2507,485,3476.6300,2.2900,CUST_KFRMQP,Standard,2,FLASH_XJ10NO,35,18,BNDL_76PPXC,306.8400,3,Affordable,Organic
CMP_HMBO82,PROD_CVJHC7,17355.7100,3526,17,68331.4700,4.1200,CUST_QWZ4T4,Premium,9,FLASH_HX83BY,36,143,BNDL_AW9PGN,170.3100,2,Durable,Organic
CMP_YEXDAD,PROD_RCTDOG,46418.4900,2911,366,73041.2900,4.7100,CUST_K4GRDY,Premium,23,FLASH_0YXZ59,10,135,BNDL_1EHSHG,202.5200,1,Affordable,Organic
CMP_YPN2Q3,PROD_JK4DS5,5965.0200,3023,601,6563.8200,1.3100,CUST_J9NE0F,Premium,7,FLASH_ATL0CS,44,110,BNDL_P6VURG,59.3700,1,Affordable,Referral
CMP_HZH2P3,PROD_YDJWS6,41546.9800,414,203,17765.4100,3.8300,CUST_QZTLNK,Premium,21,FLASH_69IIZ3,27,92,BNDL_BL5ZX4,189.3600,2,Affordable,Organic
CMP_DTL0GM,PROD_JFA9K1,29837.2500,417,683,54631.5000,3.5900,CUST_J7T88Z,Standard,2,FLASH_HVCAP3,14,78,BNDL_M0Y455,133.0600,3,Durable,Social
CMP_AOTGA1,PROD_CUHIRI,28068.5000,3475,264,81447.8100,0.6000,CUST_8KI0H1,Standard,35,FLASH_TG7BHD,45,79,BNDL_YCFCHY,129.8600,3,Affordable,Social
CMP_0C4CDU,PROD_P1MTPH,30344.6300,4030,91,39371.0700,4.6100,CUST_R7V5N7,Standard,18,FLASH_UTDBD8,20,198,BNDL_4BBWMF,187.1800,4,Affordable,Referral
CMP_AWX0ZH,PROD_5D102Q,6001.8000,470,625,78777.9400,3.9000,CUST_I51IC9,Standard,23,FLASH_LMK16G,55,4,BNDL_ICDTWI,219.2900,4,Durable,Organic
CMP_EVX27I,PROD_DWTA9L,22342.1400,4307,456,86900.8400,2.7300,CUST_S3ILCH,Basic,22,FLASH_GR3VV5,50,67,BNDL_OFT19T,449.5500,1,Durable,Organic
CMP_G7B7EA,PROD_EJUEHL,25071.0300,1392,294,85107.8200,4.3000,CUST_4WXMXI,Standard,12,FLASH_SROC85,66,110,BNDL_LEMXI3,193.3700,1,Durable,Organic
CMP_LPAL3E,PROD_98Z80V,30099.1200,2620,418,42338.6700,2.0700,CUST_OM99VO,Standard,5,FLASH_ZQMXCP,66,170,BNDL_JC21JY,286.0700,1,Stylish,Referral
CMP_CTOZGQ,PROD_ROX5WJ,13511.9700,2334,146,79939.3300,1.3000,CUST_PO6PR0,Premium,7,FLASH_OS6HAE,27,123,BNDL_3DIJ6Q,182.6500,1,Affordable,Referral
CMP_0JP4JF,PROD_FIHHRJ,31538.8600,4350,721,24186.8500,0.7100,CUST_1LUO58,Basic,16,FLASH_ATNPKM,29,82,BNDL_JA9J0B,329.4100,2,Innovative,Direct
CMP_PATY1E,PROD_VYPY92,47508.2700,3906,825,78844.0800,1.1000,CUST_47UCIB,Premium,24,FLASH_GCQ4ID,60,67,BNDL_P7UJVB,471.2600,4,Innovative,Social
CMP_STM5BF,PROD_O8P93B,32919.1300,4104,942,37237.2900,1.9600,CUST_ETB1IX,Basic,18,FLASH_667XR3,48,86,BNDL_4H74Y9,248.1100,2,Stylish,Organic
CMP_WYX152,PROD_Z3BZZ5,44141.6800,4520,725,90942.0100,3.2700,CUST_KLIXEK,Premium,15,FLASH_8MNJER,63,48,BNDL_9LRBU9,135.5200,3,Innovative,Referral
CMP_8AVBWK,PROD_7QXUM4,15620.0600,1117,918,69266.0100,2.6800,CUST_RBCE07,Premium,5,FLASH_SP5DT7,40,95,BNDL_PHYXCI,466.0500,3,Innovative,Organic
CMP_V449R6,PROD_T1D99Y,32749.1900,180,542,77964.8000,1.2300,CUST_6SMDK8,Premium,22,FLASH_UBLFTS,41,15,BNDL_TKSOTO,479.9400,1,Innovative,Organic
CMP_GQ47G1,PROD_TAVX1F,2648.8800,1181,761,58304.3300,4.5800,CUST_UPSAWS,Premium,3,FLASH_SQLDET,46,196,BNDL_Z1N7I6,449.8900,2,Innovative,Organic
CMP_BN7F9F,PROD_I937YI,38743.8600,921,665,18225.6300,3.4100,CUST_JD9GVY,Basic,22,FLASH_QVIGAJ,19,95,BNDL_A6ZSFO,279.2600,4,Innovative,Organic
CMP_5QUTNP,PROD_KIYD3F,42510.0900,559,501,86599.6100,0.9400,CUST_VYOJ2L,Premium,23,FLASH_SFNNFE,39,23,BNDL_WXYCCI,225.9400,4,Affordable,Direct
CMP_52H1VR,PROD_RVZUSI,1388.0700,2205,233,39122.3100,2.5300,CUST_SQGICW,Basic,3,FLASH_DSGH7M,60,56,BNDL_HYU1DE,447.3300,2,Innovative,Organic
CMP_HWVR83,PROD_Q75BRP,49463.9900,1374,825,83928.7300,4.0200,CUST_8XDK5Y,Basic,29,FLASH_ZAKZC5,51,139,BNDL_MIJZU7,446.1800,4,Durable,Referral
CMP_L42LM1,PROD_OLRDAW,30923.8100,4504,337,81722.5400,4.0100,CUST_OPZWV2,Basic,25,FLASH_6CE7HJ,36,188,BNDL_13D7XY,269.5800,3,Affordable,Referral
CMP_9KU4FM,PROD_XC2XEL,37967.8300,3128,612,26274.7900,4.7100,CUST_6RYH86,Premium,5,FLASH_57OBNM,52,90,BNDL_WQ7GW0,50.6600,4,Innovative,Referral
CMP_AA17GW,PROD_SIUXRP,23059.6100,3911,657,31008.1900,3.0600,CUST_4EX3WA,Premium,4,FLASH_0OLR31,19,160,BNDL_6LE7HC,229.0700,1,Affordable,Organic
CMP_6MY3TG,PROD_W3K1OW,4797.3300,4946,905,59603.4200,1.1700,CUST_WKIOG1,Premium,5,FLASH_5SSIMI,54,12,BNDL_S6IDLW,357.1800,2,Affordable,Direct
CMP_1WJ44Q,PROD_R9QM13,27708.1200,886,28,29034.3100,2.1600,CUST_46I433,Standard,14,FLASH_B9O6GJ,51,192,BNDL_0URSCB,475.4200,4,Stylish,Referral
CMP_EOPV9V,PROD_KJZVNZ,9028.8100,757,323,9769.5300,1.9300,CUST_59ITH8,Premium,25,FLASH_WIFIHF,43,163,BNDL_R105NV,398.7800,3,Durable,Organic
CMP_G5NC9M,PROD_ZE7XMU,27941.2600,1895,40,67820.3300,4.6300,CUST_BJ01M1,Premium,31,FLASH_XY6NAT,22,80,BNDL_RA68VK,195.6500,4,Stylish,Organic
CMP_YP11KJ,PROD_XK3FUF,13812.0400,3805,269,56439.0400,1.3500,CUST_DNZCQW,Basic,1,FLASH_E3BHRJ,43,125,BNDL_1LN5BU,319.4800,4,Stylish,Referral
CMP_07ODCX,PROD_V7FF5H,47360.4200,2354,870,15358.0000,0.8300,CUST_KN42QP,Standard,5,FLASH_U27YLZ,61,141,BNDL_4UNUDP,159.6900,4,Affordable,Direct
CMP_PUERAP,PROD_SY8TY2,46479.7200,3240,451,50512.9300,1.9300,CUST_LO5JG1,Premium,10,FLASH_DNSM0O,39,2,BNDL_9ID7LN,366.7700,3,Innovative,Referral
CMP_Q5PP1T,PROD_AU078P,49340.8300,2000,214,24353.3900,3.5900,CUST_GPAPSL,Standard,33,FLASH_Y7YEXZ,52,113,BNDL_KNQM4B,327.4700,3,Durable,Direct
CMP_2IRLDP,PROD_TYMQH7,1659.4600,265,500,68337.4100,2.1600,CUST_13UEOX,Standard,29,FLASH_HH7U9I,50,107,BNDL_1NIIYU,120.1100,4,Innovative,Referral
CMP_6HHY42,PROD_27J12X,30240.6800,4214,353,6285.1000,4.6400,CUST_XOMXXR,Standard,28,FLASH_PTS2VM,32,90,BNDL_62OIDU,487.6600,2,Affordable,Organic
CMP_JBP0R4,PROD_VL1WBP,15147.6100,1406,456,30239.4100,4.6800,CUST_EAM8MT,Basic,29,FLASH_AINCBI,56,148,BNDL_KNBSRK,286.2300,1,Innovative,Organic
CMP_O1F7CC,PROD_34LYIL,10875.9100,4917,48,73340.0300,2.5000,CUST_UNJPEF,Premium,25,FLASH_UMJ3IC,29,170,BNDL_IMAM9C,242.7100,2,Affordable,Organic
CMP_IUS4MC,PROD_BKL4JE,17377.9600,2581,999,99197.3000,2.2200,CUST_QOPBF4,Premium,34,FLASH_9KARGD,53,190,BNDL_9UPTEM,327.7500,4,Stylish,Referral
CMP_GZFT3J,PROD_T00CB2,37778.0900,2901,905,99385.8500,4.3900,CUST_RRJQGF,Premium,10,FLASH_1EL8P0,24,137,BNDL_A7FU82,77.3700,4,Affordable,Direct
CMP_CPOVT9,PROD_8A4K46,27791.2700,4624,353,4612.8600,0.6300,CUST_F28CML,Basic,6,FLASH_B2PFAE,69,9,BNDL_HNFTQM,412.4200,2,Innovative,Organic
CMP_3BC6F5,PROD_8LOALH,45848.3400,630,715,41474.6900,3.2200,CUST_IXUMOH,Basic,7,FLASH_JW3G9H,52,2,BNDL_X78NIP,464.2500,3,Stylish,Referral
CMP_UUTZVL,PROD_QLDZ01,43127.1600,2624,735,37410.5900,2.3600,CUST_WYB688,Standard,9,FLASH_P801BU,33,82,BNDL_9ZHXP3,416.2800,1,Durable,Organic
CMP_8Z47BJ,PROD_KN93CP,28366.6500,4635,786,93182.4500,1.3700,CUST_PTZM6R,Basic,17,FLASH_04DZ5A,64,73,BNDL_JS0GQI,148.1600,3,Innovative,Organic
CMP_KIAE4O,PROD_E8VLAY,24421.0800,401,857,89004.6600,3.1000,CUST_BH99P4,Standard,5,FLASH_R4HG3P,38,118,BNDL_9Y8WOD,135.0600,3,Stylish,Organic
CMP_23NSPH,PROD_60C669,4235.9500,1506,772,14749.3300,2.7300,CUST_6S9LZ4,Premium,31,FLASH_B3VA5V,36,118,BNDL_BAIE0Z,145.8200,4,Stylish,Organic
CMP_NPSTBO,PROD_YYBTBS,8944.1800,1982,714,25664.6600,2.1600,CUST_G3F619,Basic,26,FLASH_AD7I9W,51,121,BNDL_T3SIPN,211.5500,3,Durable,Organic
CMP_ZL084X,PROD_UJPZQV,7973.3600,3004,703,42928.7900,2.7000,CUST_C62TO3,Basic,19,FLASH_SQNSZZ,51,113,BNDL_4V5OU5,236.1900,1,Stylish,Organic
CMP_NT8T13,PROD_EE5E36,3852.4600,4004,744,91451.3300,2.9700,CUST_J99MGJ,Standard,25,FLASH_J4N74S,25,33,BNDL_WM6IHS,460.5000,2,Stylish,Organic
CMP_7YUZLV,PROD_F1N0OW,36551.8300,2815,989,74646.8200,3.5200,CUST_2P1LOO,Premium,2,FLASH_S20D51,58,42,BNDL_DI9CH4,215.8200,4,Innovative,Organic
CMP_OOQTMY,PROD_1E05T7,3389.9900,3574,141,96879.9200,3.5300,CUST_KNQSKJ,Standard,30,FLASH_RJQ966,52,106,BNDL_67H44U,69.6500,1,Durable,Referral
CMP_30DS7H,PROD_E4K8NT,37283.2000,3694,673,80809.9400,2.0400,CUST_0H7P3P,Premium,28,FLASH_BMZSJY,10,103,BNDL_17L5BF,259.6300,1,Stylish,Organic
CMP_R66R69,PROD_CL4KMK,31459.4400,4469,722,30853.4700,4.9100,CUST_RG9DF1,Basic,26,FLASH_5OIQ1Y,51,170,BNDL_1KZ7PM,281.4700,3,Stylish,Social
CMP_B15W43,PROD_TTD361,26679.1400,2322,678,45871.1600,1.4200,CUST_N1S4TE,Premium,31,FLASH_26LLPR,14,37,BNDL_3TZ272,493.1900,4,Innovative,Organic
